rank,model_id,family,symbol,timeframe,side,lookback_bars,threshold,exit_threshold,min_hold_bars,cooldown_bars,filter_label,feature_backed,feature_train_coverage,feature_validation_coverage,feature_locked_oos_coverage,max_asof_feature_age_hours,leverage,allocation_fraction,notional_fraction,train_return,validation_return,locked_oos_return,train_mdd,validation_mdd,locked_oos_mdd,train_sharpe,validation_sharpe,locked_oos_sharpe,train_trade_event_count,validation_trade_event_count,locked_oos_trade_event_count,train_exposure_bar_count,validation_exposure_bar_count,locked_oos_exposure_bar_count,train_validation_return_ratio,train_minus_validation_return,train_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_bps,train_dominant_sample_gate_pass,execution_efficiency_proxy_gate_pass,primary_10bps_promotion_gate_pass,paper_candidate_gate_pass,decision,ready_for_paper,ready_for_real,real_money_execution,replay_live_notional_parity,locked_oos_liquidation_count,locked_oos_account_wipeout_count,rejection_reasons,asset_group,universe_role,cross_asset_inputs,asset_diverse_train_validation_score,validation_first_half_return,validation_second_half_return,validation_min_half_return
21,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx12p0_trail2p0_hold18_4p0x_0p125_b388428e,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top1_breadth_adx_trail2.0,False,,,,,4.0,0.125,0.5,0.5412404305260126,0.29117727851972175,0.0,0.19333443866775024,0.06535494172808354,0.0,1.4175801951980538,4.625188925446856,0.0,503,94,0,5187,985,0,1.858800361338475,0.2500631520062908,21.520494255507458,61.95261245100463,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.926331223236772,0.24847733279090667,0.034201618729722494,0.034201618729722494
22,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx12p0_trail2p0_hold18_5p0x_0p1_660e490a,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top1_breadth_adx_trail2.0,False,,,,,5.0,0.1,0.5,0.5412404305260126,0.29117727851972175,0.0,0.19333443866775024,0.06535494172808354,0.0,1.4175801951980538,4.625188925446856,0.0,503,94,0,5187,985,0,1.858800361338475,0.2500631520062908,21.520494255507458,61.95261245100463,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.926331223236772,0.24847733279090667,0.034201618729722494,0.034201618729722494
23,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail2p0_hold18_4p0x_0p125_d3549949,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top2_breadth_adx_trail2.0,False,,,,,4.0,0.125,0.5,0.5412404305260126,0.29117727851972175,0.0,0.19333443866775024,0.06535494172808354,0.0,1.4175801951980538,4.625188925446856,0.0,503,94,0,5187,985,0,1.858800361338475,0.2500631520062908,21.520494255507458,61.95261245100463,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.926331223236772,0.24847733279090667,0.034201618729722494,0.034201618729722494
24,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail2p0_hold18_5p0x_0p1_572d3fd8,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top2_breadth_adx_trail2.0,False,,,,,5.0,0.1,0.5,0.5412404305260126,0.29117727851972175,0.0,0.19333443866775024,0.06535494172808354,0.0,1.4175801951980538,4.625188925446856,0.0,503,94,0,5187,985,0,1.858800361338475,0.2500631520062908,21.520494255507458,61.95261245100463,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.926331223236772,0.24847733279090667,0.034201618729722494,0.034201618729722494
25,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_4p0x_0p125_2db28ca6,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top1_breadth_adx_trail3.0,False,,,,,4.0,0.125,0.5,0.618524675693811,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.5575877898051202,4.5493797003681955,0.0,501,94,0,5196,991,0,2.163640023469745,0.3326524099821113,24.691603820112213,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.8800603234914903,0.24764408715867958,0.030640291527434638,0.030640291527434638
26,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_5p0x_0p1_b8762508,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top1_breadth_adx_trail3.0,False,,,,,5.0,0.1,0.5,0.618524675693811,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.5575877898051202,4.5493797003681955,0.0,501,94,0,5196,991,0,2.163640023469745,0.3326524099821113,24.691603820112213,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.8800603234914903,0.24764408715867958,0.030640291527434638,0.030640291527434638
27,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_4p0x_0p125_a08b99cd,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top2_breadth_adx_trail3.0,False,,,,,4.0,0.125,0.5,0.618524675693811,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.5575877898051202,4.5493797003681955,0.0,501,94,0,5196,991,0,2.163640023469745,0.3326524099821113,24.691603820112213,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.8800603234914903,0.24764408715867958,0.030640291527434638,0.030640291527434638
28,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx18p0_trail3p0_hold18_5p0x_0p1_99dfd8c7,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top2_breadth_adx_trail3.0,False,,,,,5.0,0.1,0.5,0.618524675693811,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.5575877898051202,4.5493797003681955,0.0,501,94,0,5196,991,0,2.163640023469745,0.3326524099821113,24.691603820112213,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.8800603234914903,0.24764408715867958,0.030640291527434638,0.030640291527434638
29,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_4p0x_0p125_245c3934,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top1_breadth_adx_trail3.0,False,,,,,4.0,0.125,0.5,0.5939426197938411,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.512147939719842,4.5493797003681955,0.0,503,94,0,5207,991,0,2.0776503740759114,0.30807035408214145,23.61600873931774,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.8759234193345886,0.24764408715867958,0.030640291527434638,0.030640291527434638
30,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top1_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_5p0x_0p1_2a7ddd3d,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top1_breadth_adx_trail3.0,False,,,,,5.0,0.1,0.5,0.5939426197938411,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.512147939719842,4.5493797003681955,0.0,503,94,0,5207,991,0,2.0776503740759114,0.30807035408214145,23.61600873931774,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.8759234193345886,0.24764408715867958,0.030640291527434638,0.030640291527434638
31,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_4p0x_0p125_b432cff1,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top2_breadth_adx_trail3.0,False,,,,,4.0,0.125,0.5,0.5939426197938411,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.512147939719842,4.5493797003681955,0.0,503,94,0,5207,991,0,2.0776503740759114,0.30807035408214145,23.61600873931774,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.8759234193345886,0.24764408715867958,0.030640291527434638,0.030640291527434638
32,a30fb_asset_diverse_rank_chandelier_1h_xrpusdt_lb12_top2_mom0p005_breadth0p6_adx12p0_trail3p0_hold18_5p0x_0p1_89ce0567,cross_asset_rank_chandelier_breakout,XRPUSDT,1h,long_short,12,0.005,0.0,18,2,top2_breadth_adx_trail3.0,False,,,,,5.0,0.1,0.5,0.5939426197938411,0.28587226571169966,0.0,0.20123703440449292,0.06535494172808376,0.0,1.512147939719842,4.5493797003681955,0.0,503,94,0,5207,991,0,2.0776503740759114,0.30807035408214145,23.61600873931774,60.82388632163823,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_payment_alt,shadow_probe_only,"{""breadth_threshold"": 0.6, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.8759234193345886,0.24764408715867958,0.030640291527434638,0.030640291527434638
33,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_4p0x_0p125_20ad5aa3,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,long_short,12,0.015,0.0,18,2,top1_breadth_adx_trail2.0,False,,,,,4.0,0.125,0.5,0.6034681651701586,0.2664674248269061,0.0,0.19430067363654802,0.060284179861792464,0.0,1.4219531675731545,4.478592009935375,0.0,523,89,0,5396,906,0,2.2646977039019456,0.33700074034325245,23.077176488342584,59.880320185821596,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.781590564022338,0.1609455297166391,0.09089306294673594,0.09089306294673594
34,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_5p0x_0p1_3366d37a,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,long_short,12,0.015,0.0,18,2,top1_breadth_adx_trail2.0,False,,,,,5.0,0.1,0.5,0.6034681651701586,0.2664674248269061,0.0,0.19430067363654802,0.060284179861792464,0.0,1.4219531675731545,4.478592009935375,0.0,523,89,0,5396,906,0,2.2646977039019456,0.33700074034325245,23.077176488342584,59.880320185821596,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.781590564022338,0.1609455297166391,0.09089306294673594,0.09089306294673594
35,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_4p0x_0p125_25e25a1b,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,long_short,12,0.015,0.0,18,2,top2_breadth_adx_trail2.0,False,,,,,4.0,0.125,0.5,0.6034681651701586,0.2664674248269061,0.0,0.19430067363654802,0.060284179861792464,0.0,1.4219531675731545,4.478592009935375,0.0,523,89,0,5396,906,0,2.2646977039019456,0.33700074034325245,23.077176488342584,59.880320185821596,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.781590564022338,0.1609455297166391,0.09089306294673594,0.09089306294673594
36,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top2_mom0p015_breadth0p4_adx12p0_trail2p0_hold18_5p0x_0p1_fc7176d8,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,long_short,12,0.015,0.0,18,2,top2_breadth_adx_trail2.0,False,,,,,5.0,0.1,0.5,0.6034681651701586,0.2664674248269061,0.0,0.19430067363654802,0.060284179861792464,0.0,1.4219531675731545,4.478592009935375,0.0,523,89,0,5396,906,0,2.2646977039019456,0.33700074034325245,23.077176488342584,59.880320185821596,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 2}",2.781590564022338,0.1609455297166391,0.09089306294673594,0.09089306294673594
37,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail3p0_hold18_4p0x_0p125_67026f2f,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,long_short,12,0.015,0.0,18,2,top1_breadth_adx_trail3.0,False,,,,,4.0,0.125,0.5,0.5706915553460756,0.2664674248269061,0.0,0.19430067363654846,0.060284179861792464,0.0,1.3656767189710146,4.478592009935375,0.0,523,89,0,5407,906,0,2.1416935136322564,0.3042241305191695,21.823768846886257,59.880320185821596,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.7767697654013523,0.1609455297166391,0.09089306294673594,0.09089306294673594
38,a30fb_asset_diverse_rank_chandelier_1h_dogeusdt_lb12_top1_mom0p015_breadth0p4_adx12p0_trail3p0_hold18_5p0x_0p1_3aebb764,cross_asset_rank_chandelier_breakout,DOGEUSDT,1h,long_short,12,0.015,0.0,18,2,top1_breadth_adx_trail3.0,False,,,,,5.0,0.1,0.5,0.5706915553460756,0.2664674248269061,0.0,0.19430067363654846,0.060284179861792464,0.0,1.3656767189710146,4.478592009935375,0.0,523,89,0,5407,906,0,2.1416935136322564,0.3042241305191695,21.823768846886257,59.880320185821596,,False,False,False,False,no_promotion_shadow_or_reject,False,False,False,"{""live_notional_fraction"": 0.5, ""parity"": true, ""recorded"": true, ""replay_notional_fraction"": 0.5, ""sizing_mode"": ""notional_fraction_equals_leverage_times_allocation_fraction""}",0,0,locked_oos_trade_event_count_0_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_missing_not_above_10.000;shadow_universe_not_promotion_eligible,crypto_high_beta_alt,shadow_probe_only,"{""breadth_threshold"": 0.4, ""market_momentum_floor"": -0.02, ""panel_symbols"": [""BTCUSDT"", ""ETHUSDT"", ""SOLUSDT"", ""BNBUSDT"", ""TRXUSDT""], ""rank_top_n"": 1}",2.7767697654013523,0.1609455297166391,0.09089306294673594,0.09089306294673594
